,0,1
27,479363,"You don't have permission to access /2013/01/pastor-greg-griego-identified-victims-killed-nehemiah-griego-albuquerque-nm-shooting.html
on this server.Additionally, a 403 Forbidden
error was encountered while trying to use an ErrorDocument to handle the request."
28,479374,
29,479374,"New Orleans, La. - Five people were shot Monday afternoon at the intersection of MLK and Lasalle Street.The shooting happened around 1:15 p.m., about 30 minutes after the annual Martin Luther King Jr. march passed the location.All the victims were gathered around a store at the intersection.  They are males between 17 and 18 years of age, and are none of their wounds are thought to be life threatening.  The identities of the victims have not been released.NOPD Superintendent Ronal Serpas said at least one shooter was seen fleeing in a late-model white vehicle.  Serpas called the shooting ""completely unprovoked.""NOPS spokeswoman Remi Braden said surveillance video from the store shows a white car driving up to the group. An occupant shot at the group from the car's sunroof before the car drove off.Police hoped to release the video later MondayCall Crimestoppers at 504-822-1111 if you have any information that can help detectives.<em>This report includes content from the Associated Press (Copyright 2013.  All Rights Reserved).</em> 1025 S. Jefferson Davis Pkwy."
30,479374,"
    
        
            By 
                     The Times-Picayune
                    The Gallery: Five shot on Martin Luther King Blvd, New Orleans The shooting occurred near where the annual Martin Luther King Jr. Day parade had passed some 30 minutes earlier. The shooting did not appear to be related to the parade, authorities said.New Orleans Police Superintendent Ronal Serpas said that the shots were fired out of a white, two-door sedan that drove by a grocery store located near the intersection of both streets. Rapid shots were fired at a group of teenagers who were standing outside. Five people were shot, Serpas said. All of the victims were male, Serpas said, and they were taken to an area hospital to be treated for their injuries, none of which appeared to be life-threatening. The car was seen fleeing down Martin Luther King Jr. Boulevard toward the river and disappeared into the surrounding neighborhood, Serpas said, adding that video surveillance would soon be made available to the public. Authorities said the shooting did not appear to be related to the Martin Luther King Jr. Day parade, which passed by about 30 minutes prior as residents participated in the 27th annual march to King's statue on Martin Luther King Jr. Boulevard.  ""It's the state of affairs in our nation that young men do not heed the words of Martin Luther King Jr.,"" Serpas said. Check back in with 
            Use of and/or registration on any portion of this site constitutes acceptance of our
            
            © 2018  Advance Local Media LLC. All rights reserved (


"
31,479389,"
			Trending:		BRENTWOOD — Four teenagers wounded Monday evening in a drive-by shooting may have been targeted for unknowingly wearing shoes denoting a gang affiliation, police said. The teens, who ranged in age from 13 to 16 years old, were standing on a sidewalk in front of a home in the 1100 block of Breton Drive about 6 p.m. when a car with three to four men drove up to them, Brentwood Capt. Tom Hansen said. According to a report on KTVU-TV, a man in the car asked one of the boys why he was wearing Nike Cortez shoes, to which one of the teens, whose identities have not been released, replied, “Don’t worry about it.” One of the suspects reportedly fired back, saying, “Gang members like to wear those.”The car pulled away, made a U-turn, then came back and fired approximately five shots at the boys, Hansen said.Police described the victims’ injuries as “serious,” and all four boys were taken to the hospital for treatment. Two of them have since been released, and one of the teens who remains in the hospital is undergoing surgery to remove a bullet in his knee.Both the victims’ families and the police insist that none of the teens is a gang member, and they were unaware of any significance between gang affiliations and the pair of sneakers.“We have absolutely no reason to believe they are affiliated with any type of gang,” Hansen said.A detailed suspect description wasn’t available, but the men in the vehicle were described as white and Hispanic men in their early to mid-20s. No arrests have been made in the incident.The vehicle was described as a white or light-colored, late model, four-door sedan. Anyone with information should call Detective Aguirre at 925-809-7726 or Detective Folena at 925-809-7743.Contact Erin Ivie at Get Morning Report and other email newsletters"
32,479389,"BRENTWOOD (CBS SF) — A drive-by shooting that wounded four teenagers in Brentwood on Monday appears to have been gang-related, a police captain said.Four teens ranging in age from 13 to 16 were standing on the sidewalk in the 1100 block of Breton Drive when three or four men drove up and commented on their clothing, according to police.Police Capt. Tom Hansen said that after the verbal exchange, the suspects drove by again and fired multiple rounds, striking the four boys.All were taken to area hospitals to be treated for their wounds, which were serious but not life-threatening.Hansen said that while the exchange about the clothing leads police to believe the shooting may have been gang-motivated, investigators have no reason to think any of the victims are involved with a gang.“There was some conversation between the victims and the suspects.  Some of the words the suspects used leads us to believe that it could have gang motivated,” Brentwood Police Department Captain Tom Hanson told KCBS.“However, we have no reason to believe that the victims are engaged in gang activity, affiliated, or gang members at all,” said Hanson.He said that although Brentwood is “not immune” to gang activity, it is rare in the town of about 52,000.“This is something that doesn’t happen often in Brentwood, so obviously we’re shocked and we’re going to work diligently to identify who did this,” Hansen said.An investigation into the shooting is under way and police are attempting to identify witnesses that might lead them to the suspects.A description of the suspects was not immediately available. Police have described their vehicle as a white or light-colored, late-model four-door sedan.Anyone with information about the shooting is asked to call Brentwood police Detective Aguirre at (925) 809-7726 or Detective Folena at (925) 809-7743.(Copyright 2013 by CBS San Francisco and Bay City News Service. All rights reserved. This material may not be published, broadcast, rewritten or redistributed.)Please log in using one of these methods to post your comment:


Connecting to %s<input id=""subscribe"" name=""subscribe"" style=""width: auto;"" type=""checkbox"" value=""subscribe""/><input id=""subscribe_blog"" name=""subscribe_blog"" style=""width: auto;"" type=""checkbox"" value=""subscribe""/>
<input id=""akismet_comment_nonce"" name=""akismet_comment_nonce"" type=""hidden"" value=""f6672002f0""/><input id=""ak_js"" name=""ak_js"" type=""hidden"" value=""90""/>"
33,492151,"Seven people – including a 15-year-old boy who was killed – were shot in West Baltimore on Saturday night, and police believe it stemmed from a conflict over an illegal dice game.The 15-year-old victim was not identified late Saturday, and police said they did not yet know whether he was the intended target. Police Commissioner Anthony Batts said this year authorities have seen a rise in ""cluster"" shootings in which multiple victims are struck by gunfire, and they are investigating whether there is a cause for the rise in cluster shootings.Overall, shootings in Baltimore are up this year over last by double-digit figures, though Batts said the number of shooting incidents is about the same as it was last year. He called Saturday's shooting ""outrageous.""The shooting happened around 9:15 p.m. in the 1500 block of W. Fayette St., police said. The other six victims, all adults, and were expected to survive their injures, with a couple of them running to flag down police a couple of blocks away and others taking themselves to a hospital.""We have to modify our behavior,"" said Batts, referring to the citizenry and explaining that police cannot be stationed on every block. ""This is not how you deal with conflict.""Batts said police were still unsure how the conflict over the dice game began but that typically in such incidents, someone tries to rob another player.Along one side of the trash-strewn street, police placed more than a dozen evidence markers over potential shell casings, with that evidence spread out over a half-block.<em><a href=""mailto:cwells@baltsun.com"">cwells@baltsun.com</a></em><em>twitter.com/cwellssun</em>"
34,492151,"BALTIMORE (WJZ) — The investigation continues into who shot seven people in West Baltimore, killing a 15-year-old boy.<strong>Rochelle Ritchie</strong>That 15-year-old who was shot and killed would have been going to school Monday. But instead, his family is planning to bury him.Baltimore City streets are filled with gunfire as police investigate another shooting. This one–injuring six and killing another– happened Saturday night in the 1500-block of W. Fayette Street.“I think to hear seven people shot in a cluster is outrageous for this city. And it’s unacceptable for us as a whole,” said Commissioner Anthony Batts, Baltimore City Police.Deshaun Jones–just 15 years-old and set to start at Frederick Douglass High School this week — was shot and killed.“I seen him laying there fighting for his life,” a woman said.Balloons and a stuffed animal are now left to show condolences for the life lost. Those living across the street are still overwhelmed with emotion.Police believe the shooting started over an illegal game of dice.“He was a young child. Nobody’s life deserves to be taken,” a woman said.There are no confirmed reports that Jones was part of the game, or the intended target.“Some of the other six victims, non-fatal victims, have had police histories. They have come in contact with us at different times. We know at least one of the victims has been shot prior,” Batts said.The violence that has triggered across West Baltimore has residents sick to their stomachs. They’re begging the criminals to put the guns down.Shootings in Baltimore have seen a frightening increase into the double digits. The extra police officers on the streets are not enough to bring comfort to those in the middle of a war zone.“Everybody just needs to get together. Police, everybody,” a woman said.Just this week, Baltimore City Police added an extra 150 officers to the streets.No arrests have been made in the shooting.Who gave these vibrant children of color guns?Please log in using one of these methods to post your comment:


Connecting to %s<input id=""subscribe"" name=""subscribe"" style=""width: auto;"" type=""checkbox"" value=""subscribe""/><input id=""subscribe_blog"" name=""subscribe_blog"" style=""width: auto;"" type=""checkbox"" value=""subscribe""/>
<input id=""akismet_comment_nonce"" name=""akismet_comment_nonce"" type=""hidden"" value=""8e873e5eb5""/><input id=""ak_js"" name=""ak_js"" type=""hidden"" value=""9""/>"
35,492151,"Mostly CloudyHI: 64°LO: 54°HI: 64°LO: 54°HI: 64°LO: 54°More info: http://www.abc2news.com/dpp/news/crime_checker/baltimore_city_crime/mother-of-murdered-15-yo-speaks-outMother of murdered W. Balto. teen speaksFor more: http://www.abc2news.com/dpp/news/crime_checker/baltimore_city_crime/mother-of-murdered-15-yo-speaks-outBALTIMORE - It's a story of three best friends; ambition, making good and getting out.Dominic the boxer, currently in the New York circuit, Anthony the football player attending a California school on a scholarship....and then little Deshaun Jones, a talented 15 year old aspiring rapper with more than a few videos already professionally produced and on Youtube.It was his turn next with sights set on making it big and getting he and his family out of West Baltimore before his mother got the call that West Baltimore got him.""I was just praying the whole way that I would be able to make it to him but by the time I got to the hospital they just told me they was working on him, and then they told me he was gone,"" said his mother Shanika Harris.Gone...at 15.Harris' boy, loving, loyal and talented...gone.Witnesses tell us Jones wasn't shooting dice Saturday night in the 1500 block of West Fayette, simply sitting on a stoop next door on a block where his best friend lived.The bullets flew, seven were hit, Deshaun who was to start school again today lay on the pavement; the only one critically hit.""For somebody to do what they did, even if it was by accident....I can't have him back,"" his mother wept.A mother's grief is an emotion unparalleled, but it can be followed closely by pure outrage.""That [expletive] baby's family is grieving, his friends are grieving.  People just [expletive] grieving.  That child was talented, he was trying to do something with his [expletive] life and all they can say is he was gambling.  Shooting dice.  They don't even know the [expletive] real story, and it's [expletive] sad,"" said a woman who identified herself as a close family friend and resident of that block.The real story the woman says is Deshaun; a bystander at best to this dice game Baltimore Police speak of.But this is no game and this block isn't playing, instead urging police to catch what they call the cowards that cut down a life; a life that didn't get out of West Baltimore before West Baltimore took that life.""This hurts so bad. It hurts so bad.  Words can't even describe how I feel because what mother wants to lose a son?"" Deshaun's mother cried.Meanwhile Baltimore Police say they still have no suspects in Saturday night's shooting.There are more than a few cameras in the area though and detectives say they will be looking at that footage.Copyright 2013 Scripps Media, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed."
36,491674,
37,479413,
38,479413,
39,479413,
40,479561,"The page may have moved, you may have mistyped the address, or followed a bad link.<a href=""/"">Click here</a>Or search for whatever you were looking for…News Tips:Other questions:"
41,479561,"By

<span class=""article-timestamp article-timestamp-published"">
<span class=""article-timestamp-label"">Published:</span>
  01:00 EDT, 27 January 2013
</span>View Arrested: Officials released this photo of Wilbert Thibodeaux, 48, after treatment  for wounds he sustained during a gun battle with police<font style=""font-size: 1.2em;"">A man shot three police officers - one fatally - in southern Louisiana Saturday with a shotgun after mysteriously torching a mobile home inside of which fire officials later discovered the charred remains of a 78-year-old local man. </font><font style=""font-size: 1.2em;"">Wilbert Thibodeaux, 48, of Charenton was taken into custody after doctors treated him for a superficial gunshot wound he suffered when authorities returned his initial salvo of shot.</font><font style=""font-size: 1.2em;"">'We've got a lot of unanswered questions,' State Police Capt. Doug Cain said of the affair in St. Mary's Parish, 45 miles southeast of Lafayette, and about a quarter-mile from the Cypress Bayou Casino.</font><font style=""font-size: 1.2em;"">The Chitimacha Tribe of Louisiana reportedly operates the casino. Killed in the affair was an as-yet unnamed Chitimacha tribal officer - one of seven full-time lawmen who patrol a 260-acre reservation that has roughly 150 homes, a grocery store, a small school and government offices.</font><font style=""font-size: 1.2em;"">'He's a real great guy. Extremely dedicated to his job. Very brave,' Tribal councilman Toby Darden said, adding the slain officer is married and has two grown children. 'Everybody knows the officers personally. It's devastating.'</font><font style=""font-size: 1.2em;"">Thibodeaux also critically wounded a pair of St. Mary's Parish sheriff's deputies who responded as well </font><font style=""font-size: 1.2em;"">'Thibodeaux fired at the Chitimacha Officer, fatally wounding him,' the state police said in a news release.</font><font style=""font-size: 1.2em;""><span style=""font-weight: bold;"">Scroll down for video</span><br/></font>Tribal officer slain: The shootings occurred less than a mile from a casino operated by the Chitimacha Tribe of Louisiana <font style=""font-size: 1.2em;""> 'As two St. Mary Deputies, who were in the same car, arrived at the scene, Thibodeaux fired multiple shots hitting the deputies. During the encounter, Thibodeaux was shot.'</font><font style=""font-size: 1.2em;"">Investigators later found the burned remains of Eddie Lyons, 78, also of Charenton, after extinguishing a fire at a mobile home that Thibodeaux is suspected of setting before the officers arrived, Louisiana State Police Trooper Stephen Hammons said.</font><font style=""font-size: 1.2em;"">'Detectives suspect Lyons was shot by Thibodeaux before the fire,' state police said in a news release.</font><span style=""font-weight: bold;""><font style=""font-size:1.6em;""> </font></span><font style=""font-size: 1.2em;"">Hammons said investigators were questioning Thibodeaux Saturday evening, adding the shootings occurred near - but not on tribal land. Charges against the gunman are pending.</font><font style=""font-size: 1.2em;"">'Today is a difficult day for our partners in St. Mary Parish,' Col. Mike Edmonson, the State Police superintendent, said in a statement. 'My thoughts and prayers are with the deputies and the officer's families tonight. </font><font style=""font-size: 1.2em;"">'I know the coming days and weeks will be difficult ones for the men and women of the Chitimacha Police Department and the St. Mary Parish Sheriff's Office,' Edmonson added. 'We will assist their agencies in any way we can during these trying times.'</font><font style=""font-size: 1.2em;"">The casino is run by the Chitimacha Tribe of Louisiana and is less than a quarter-mile from the scene of the shootings. </font>Mystery: State Trooper Stephen Hammons told reporters the gunman is thought to have shot a 78-year-old man whose body was found inside a torched mobile home prior to confronting police<font style=""font-size: 1.2em;"">""Everybody is just in shock. It's small-town America,"" said Jacqueline Junca, the tribe's secretary and treasurer.</font><font style=""font-size: 1.2em;"">Police didn't immediately release the names of the officers. Authorities said they will do so at a Monday news conference.</font><font style=""font-size: 1.2em;"">The Chitimacha Tribe reportedly claims around 1,200 members, roughly half of whom live on the reservation.</font><font style=""font-size: 1.2em;"">Access to and from the casino was restricted for roughly 90 minutes as a precautionary measure while police responded to the shooting, said casino spokeswoman Nancy Herrington. Charenton is located about 45 miles southeast of Lafayette.</font>Smoldering: The charred remains of 78-year-old local man Eddie Lyons was discovered inside a torched mobile home following the gun battle with Thibodeaux<font style=""font-size: 1.2em;"">""We are very much in business and have been,"" Herrington said later Saturday. ""We have events tonight. All of those are taking place.""</font><font style=""font-size: 1.2em;"">One of the injured deputies was taken to a hospital in New Orleans and the other was taken to a Lafayette hospital. Both were listed in critical but stable condition Saturday evening, Hammons said.</font>Published by Associated Newspapers LtdPart of the Daily Mail, The Mail on Sunday & Metro Media Group"
42,479561,"
      This material may not be published, broadcast, rewritten,
      or redistributed. ©2018 FOX News Network, LLC. All rights reserved.
      All market data delayed 20 minutes.
    <span class=""dateline"">CHARENTON, La. – </span>A Chitimacha tribal officer was pronounced dead at the scene of the shootings in Charenton, while two St. Mary Parish sheriff&apos;s deputies were critically wounded and taken to local hospitals, said Louisiana State Police Trooper Stephen Hammons.Hammons said investigators found the burned remains of a man after extinguishing a fire at a mobile home that Wilbert Thibodeaux, 48, is suspecting of setting before the officers confronted him.Hammons said the officers were responding to a report of an armed man walking down a road near the Cypress Bayou Casino when Thibodeaux allegedly shot them.Thibodeaux was treated for a gunshot wound that wasn&apos;t considered life-threatening, according to Hammons, who said investigators were questioning him Saturday evening.The casino is run by the Chitimacha Tribe of Louisiana and is less than a quarter-mile from the scene of the shootings. Hammons said the shootings occurred near but not on tribal land.""Everybody is just in shock. It&apos;s small-town America,"" said Jacqueline Junca, the tribe&apos;s secretary and treasurer.Police didn&apos;t immediately release the names of the officers or the fourth victim.Tribe councilman Toby Darden said the slain officer was married and had two grown children, but he declined to give his name.""He&apos;s a real great guy. Extremely dedicated to his job. Very brave,"" Darden said.He was one of seven full-time officers who patrol a 260-acre reservation that has roughly 150 homes, a grocery store, a small school and government offices.""Everybody knows the officers personally,"" Darden said. ""It&apos;s devastating.""Junca said the tribe has around 1,200 members, roughly half of whom live on the reservation.Access to and from the casino was restricted for roughly 90 minutes as a precautionary measure while police responded to the shooting, said casino spokeswoman Nancy Herrington. Charenton is located about 45 miles southeast of Lafayette.""We are very much in business and have been,"" Herrington said later Saturday. ""We have events tonight. All of those are taking place.""A spokeswoman for the sheriff&apos;s office and a tribal police dispatcher referred questions about the shootings to the State Police.""We&apos;ve got a lot of unanswered questions,"" State Police Capt. Doug Cain said.One of the injured deputies was taken to a hospital in New Orleans and the other was taken to a Lafayette hospital. Both were listed in critical but stable condition, Hammons said.This material may not be published, broadcast, rewritten, or redistributed. ©2018 FOX News Network, LLC. All rights reserved. All market data delayed 20 minutes."
43,479561,"Serving Raceland, Gheens, Lockport, Valentine, Larose, Cut Off, Galliano, Golden Meadow, Leeville, & Grand IsleWednesday, October 17, 2018<p align=""center"" style=""text-align: left;"">NEW ORLEANS (AP) — Police on Saturday arrested a man suspected of fatally shooting a police officer and critically wounding two sheriff's deputies after allegedly setting fire to a mobile home in south Louisiana, where an elderly man's body was found.</p>NEW ORLEANS (AP) — Police on Saturday arrested a man suspected of fatally shooting a police officer and critically wounding two sheriff's deputies after allegedly setting fire to a mobile home in south Louisiana, where an elderly man's body was found.A Chitimacha tribal officer was pronounced dead at the scene of the shootings in Charenton, while two St. Mary Parish sheriff's deputies were critically wounded and taken to local hospitals, said Louisiana State Police Trooper Stephen Hammons.Hammons said the officers were responding to a report of an armed man walking down a road near the Cypress Bayou Casino when Wilbert Thibodeaux, 48, of Charenton allegedly shot them.""Thibodeaux fired at the Chitimacha Officer, fatally wounding him,"" state police said in a news release. ""As two St. Mary Deputies, who were in the same car, arrived at the scene Thibodeaux fired multiple shots hitting the deputies. During the encounter, Thibodeaux was shot.""Investigators found the burned remains of a man after extinguishing a fire at a mobile home that Thibodeaux is suspected of setting before the officers confronted him, Hammons said.<em>Copyright 2012</em><a href=""http://www.bentsrv.com""></a><a href=""http://www.frankssupermarket.com""><img class=""advertisement fr-draggable"" src=""/Websites/tlgnewspaper/images/Franks_Web.jpg""/> <br/> </a><a href=""http://gulfsouthservices.net""><img class=""advertisement fr-draggable"" src=""/Websites/tlgnewspaper/images/Gulf_South_Web.jpg""/></a> "
44,479561,
45,479554,
46,479554,"D.C. Police are on the hunt for a man who opened fire at a Northeast nightclub, sending five people to the hospital.It happened shortly after 2 a.m. Saturday at the D.C. Soundstage at 2403 Benning Road.Police tell News4 a man walked up to the door of the club and started shooting. The suspect in the case is described only as a large man wearing a skull cap.Responders initially transported two men and two women from the scene. A fifth victim, a man, was found hiding at the back of the building. Three of the victims were shot in the leg, while one of the male victims was shot in the back and one of the female victims was shot in the chest.On Saturday night, officers temporarily closed D.C. Soundstage and did not reveal when or if it would be re-opened.Anyone with information on this case is asked to contact D.C. Police.  "
47,479554,"<a href=""http://thefabempire.com/wp-content/uploads/2013/01/DC+Soundstage+dcfab.jpg""><img alt="""" class=""aligncenter wp-image-51022"" height=""399"" sizes=""(max-width: 598px) 100vw, 598px"" src=""http://thefabempire.com/wp-content/uploads/2013/01/DC+Soundstage+dcfab.jpg"" srcset=""http://thefabempire.com/wp-content/uploads/2013/01/DC+Soundstage+dcfab.jpg 654w, http://thefabempire.com/wp-content/uploads/2013/01/DC+Soundstage+dcfab-300x200.jpg 300w"" title=""DC+Soundstage+dcfab"" width=""598""/></a>Five people are injured after a man opened fire at D.C. police are still searching for the suspect, who is described as a large man wearing a skull cap.  Witnesses say the man walked up to the door of the Northeast nightclub and just started shooting. Police have no motive.Two women were transported to nearby hospitals — one shot in the chest and the other in the leg. Three men were transported to nearby hospitals as well — one shot in the back, and two in the leg.If you have any information about this shooting, please contact D.C. police at 202-727-9099.D.C. partygoers deserve to be able to go out and have fun without getting injured. Let’s leave this foolishness in 2012."
48,479554,"We cover the District’s news, curiosities, and culture<span class=""mt-enclosure mt-enclosure-image"" style=""display: inline;""> <img alt=""2011_0921_police.jpg"" class=""image-right"" height=""166"" src=""http://dcist.com/attachments/Aaron Morrissey/2011_0921_police.jpg"" width=""242""> </img></span>The Washington Post reports the shooting began Officer Tisha Gant, a Metropolitan Police Department spokeswoman, tells DCist there have been no arrests so far and that investigators are still developing a profile of the suspected gunman. Late Saturday afternoon police ordered the club closed for 96 hours, as often happens after violent incidents."
49,479554,"<a href=""/news/2018/oct/18/looking-for-answers-beyond-the-pale/"" title=""Looking for answers beyond the pale"">Looking for answers beyond the pale</a><a href=""/news/2018/oct/18/carter-page-pursues-truth-of-russia-dossier/"" title=""Carter Page’s quest for the truth"">Carter Page’s quest for the truth</a><a href=""/news/2018/oct/17/omar-qudrats-presence-on-the-midterm-ballot-repre/"" title=""Muslim surfer flips script for GOP in California"">Muslim surfer flips script for GOP in California</a>The Metropolitan Police Department released photos Tuesday of two men investigators are trying to question about a shooting at a Northeast D.C. nightclub that injured five people.The shooting happened as the club, D.C. Soundstage, was closing in the early morning hours Saturday. One man was involved in an altercation with a patron as the club closed, left the club, then re-entered and began firing inside, Metropolitan Police Department spokesman Officer Police described the shooter as a 20- to 25-year-old black man, about 6 feet tall, with shoulder-length dreadlocks and a full beard who possibly wore all black clothing. He is not one of the men shown in the photos police released Tuesday, Officer The two “persons of interest” whose photos were released are described by police as a black man wearing no shirt, blue jeans and a dark skull cap, and a second black man wearing a black top and with his braided hair pinned up.Police Chief Cathy L. Lanier ordered D.C. Soundstage closed through Wednesday after the shooting. The District’s Alcoholic Beverage Control Board will review a report on the incident at their Wednesday meeting and could make further recommendations.Copyright © 2018 The Washington Times, LLC.   <i class=""fa fa-arrow-down""></i><i class=""fa fa-arrow-up""></i><a href=""/terms-of-use/"">Terms of Use</a>"
50,479460,"


© 2018 A Springfield man was killed and three men were injured in a shooting at the Nite Owl Tavern late Saturday, according to police, who did not have anyone in custody Sunday night.Ernest Edwards, 34, was pronounced dead at the scene inside the bar, officials said.Three Springfield men — Anthony Clark, 28; Joshua Clay, 23; and Richard Arnold, 29 — were taken in private vehicles to Springfield Regional Medical Center, where they were treated for gunshot related injuries, police said.Because victims were taken by private vehicles to the hospital, several officers responded there to provide additional security as they investigated what had happened.Clark and Arnold had been treated and released by Sunday afternoon.“Mr. Clay was stabilized at Springfield Medical Center and then transferred to Miami Valley,” said Sgt. David Emmel of the Springfield Police Division.Clay was transported to Miami Valley Hospital by CareFlight. A hospital official declined to release information on his condition because of a request by Clay.Investigators have not identified a suspect nor determined a motive in the shooting at this time, Emmel said.Springfield officers were dispatched to the Nite Owl Tavern, 601 West Main St., around 11:55 p.m. after receiving calls related to the shooting.“Looks like there was a possible fight, a man walked out the door and possibly had a gun,” Emmel said.Police also received subsequent calls about possible shots fired in or near the bar.One victim told police he was leaving the bar when two unknown people outside began to fire shots toward the tavern.“I don’t know if he saw them before or after the shots were fired inside the bar,” Emmel said.Another victim reported he was involved in an “altercation” with another man inside the bar who displayed a gun and fired shots.A third victim told police he was playing pool when he saw another man pulled out a gun. The victim said he was shot while attempting to leave the tavern.The Nite Owl Tavern has been on the Springfield Police Division’s list of bars with the highest number of calls for service. The tavern had a total of 218 calls for service over a 13-year period starting in 1997.In July 2000, a Springfield police officer was shot and seriously injured in the tavern’s parking lot during a traffic stop.© 2018 "
51,479460,"
        

















	
	
		
	
	
	
	


                        By
                    Jessica Heffner
                -
            Staff Writer
		
		Posted:  10:20 p.m. Monday, March 18, 2013
Seeing the stranger accused of killing her husband at the Nite Owl Bar, Alicia Edwards said she wanted to look into his eyes.But at his arraignment Monday, he never glanced her way.“He wouldn’t look at me, not at all,” she said. “It was harder than I actually expected it to be, just to have to sit there and not say anything (and) just have to look at him.”Julian A. Johnson, 29, of Dayton, was arrested Friday at an apartment complex in Trotwood by U.S. Marshals. He’s been charged with one count each of murder and having a weapon under disability and is accused of killing 34-year-old Ernest Edwards at the Nite Owl, 601 W. Main St., on Jan. 26.Johnson pleaded not guilty and asked for a public defender during his arraignment Monday. His bond was set at $510,000.Clark County Assistant Prosecutor Greg Morris indicated his office intends to indict Johnson and plans to present the case to a Clark County grand jury next week.Police are still looking for a second shooter at the Nite Owl bar. A warrant on a complicity to commit murder charge has been issued for Walter Baker Jr. Anyone with information about Baker or the shooting is asked to call the Springfield Police Division at 937-324-7716.Edwards was trying to exit the rear door of the bar after a fight broke out. A Springfield police report alleges Johnson went out the front door, retrieved a semi-automatic handgun from his car and began firing at the back door, reportedly killing Edwards and injuring three others.His widow said Monday it’s devastating to know her husband’s decision to play pool that night cost him his life.“My son is 10 years old,” Alicia Edwards said. “He will never see his father again.”Edwards’ family sat in the front row during Johnson’s arraignment in Clark County Municipal Court on Monday, wearing T-shirts in memory of the man they lost.Alicia Edwards said her family members have fasted every Thursday and prayed daily for police to make an arrest in the case. When she received the news Friday, she said she was “screaming and hollering and thanking God.”


    
	    by
		




























	
		
	
	
	
		
		
			
			
			
			
				
			
		  
			
			
			
			
			 
			
			 
			
			
			
		
	
Tom Stafford, 

    
	    by
		




























	
		
	
	
	
Fox13Memphis.com

    
	    by
		




























	
		
	
	
	
WPXI.com

    
	    by
		




























	
		
	
	
	
Jared Leone, Cox Media Group National Content Desk

    
	    by
		




























	
		
	
	
	
Zachary Hansen, The Atlanta Journal-Constitution© "
52,479460,"log in to manage your profile and account


<span class=""article-dateline"">
<span class=""date-line-city"">SPRINGFIELD</span>
</span>Julian A. Johnson, who took a plea deal Monday, faced the possibility of life in prison if he was convicted of single counts of murder and having a weapon under disability. Instead, Johnson agreed to charges of involuntary manslaughter and tampering with evidence.Ernest Edwards of Springfield, was shot Jan. 26, 2013, at the Nite Owl, 601 W. Main St. Three others were injured in the shooting.Daniel Driscoll, Clark County assistant prosecutor, said he felt the agreement was the best because of problems with witnesses.""I believe if witnesses had been more cooperative at the scene and if witnesses had been more forthcoming as we prepared for trial, we could have ended up with a larger amount of time for this individual,"" Driscoll said. ""However, I am satisfied with what we got considering what we were dealing with as we prepared for trial.""Edwards, 34, was trying to exit the rear door of the bar after a fight broke out. According to a Springfield police report, Johnson went out the front door, retrieved a semiautomatic handgun from his car and began firing at the back door, reportedly killing Edwards and injuring three others.He was hit multiple times, including the chest.Johnson was taken into custody in March by U.S. Marshals at an apartment complex in Trotwood, where authorities found him hiding in a bathroom.""I think we got a good deal. I think that we served the purpose of putting someone who committed a crime behind bars for a long period of time,"" Driscoll said. He said that he talked last week and again Monday with Edwards' family to explain the plea agreement.""We met with the family, and the family is on board with the plea deal we did today. So, in that respect, I am very satisfied with what happened,"" Driscoll said.Edwards is survived by his wife, Alicia, and a son, now 11.Johnson's lawyers late last week asked for a continuance. But when testimony was scheduled to begin Monday, the plea bargain was announced.EM-dummyText [Insert Text here]<strong>© 2018 <a href=""http://www.coxmediagroup.com"" target=""_blank"">Cox Media Group</a>.</strong>By using this website, you accept the terms of ourThis station is part of Cox Media Group Television.Learn about"
